# delays[ps] pumped_signal, blocked_signal, pumped_reference, blocked_reference
1.100000000000000000e+02 1.787736984666448814e+00 1.779663680779250079e+00 6.529584880633120036e+00 6.517468750743997674e+00
1.120000000000000000e+02 1.786715679977271209e+00 1.779546367593045852e+00 6.526337635435459639e+00 6.517637951897695459e+00
1.140000000000000000e+02 1.782917057526364202e+00 1.778876842105839629e+00 6.513661758527901746e+00 6.514344663080906095e+00
1.160000000000000000e+02 1.785635198215965058e+00 1.778592407842592316e+00 6.522492606611693056e+00 6.512800516497013525e+00
1.180000000000000000e+02 1.784997223107135156e+00 1.779019059213713616e+00 6.520158251122660786e+00 6.514260900936188925e+00
1.200000000000000000e+02 1.787993231737537103e+00 1.781760182094600520e+00 6.534109532533523002e+00 6.526724572971375871e+00
1.220000000000000000e+02 1.786819700259274946e+00 1.780222139171456774e+00 6.528259588967015858e+00 6.518999600897381619e+00
1.240000000000000000e+02 1.787804249473473162e+00 1.781770912452913969e+00 6.531229361671714528e+00 6.523357450802645729e+00
1.260000000000000000e+02 1.788078754246205104e+00 1.782577289906600804e+00 6.529289155300195269e+00 6.524026261781883385e+00
1.280000000000000000e+02 1.792721230253424336e+00 1.786220162196893613e+00 6.545543958590056555e+00 6.537525902753115403e+00
1.300000000000000000e+02 1.790712893909629733e+00 1.784055354996295417e+00 6.541648962390963717e+00 6.532656516254903067e+00
1.320000000000000000e+02 1.788830278781596395e+00 1.784496980732994009e+00 6.531722484888922153e+00 6.531885441083419508e+00
1.340000000000000000e+02 1.784750184962302200e+00 1.779206840390119337e+00 6.518533388488251035e+00 6.515536550934585946e+00
1.360000000000000000e+02 1.784186041028476000e+00 1.778637171026569375e+00 6.518190333718110629e+00 6.514859885561171460e+00
1.380000000000000000e+02 1.785660662797023068e+00 1.779162797868290014e+00 6.523644451268950206e+00 6.516990045155009348e+00
1.400000000000000000e+02 1.786754757622512679e+00 1.780506893738402985e+00 6.527187582762281615e+00 6.521227934505518853e+00
1.420000000000000000e+02 1.787870473339804089e+00 1.779767140550768012e+00 6.529229492812449465e+00 6.516660283897412143e+00
1.440000000000000000e+02 1.785683244530173353e+00 1.779343692232894236e+00 6.522001807492064707e+00 6.515094995155507718e+00
1.460000000000000000e+02 1.781837856954086030e+00 1.775787783764926742e+00 6.507862021849843970e+00 6.501117046822775691e+00
1.480000000000000000e+02 1.791104631584424345e+00 1.784380548497254138e+00 6.540372596558571949e+00 6.530747693292870970e+00
1.500000000000000000e+02 1.789573955817302053e+00 1.785794712000960738e+00 6.534464759345051554e+00 6.534729176380659865e+00
1.520000000000000000e+02 1.794071251932125577e+00 1.790736116308822679e+00 6.546120202359365869e+00 6.548593093694099920e+00
1.540000000000000000e+02 1.790189188963089650e+00 1.784305035677881346e+00 6.535954209459784003e+00 6.528919750337276895e+00
1.560000000000000000e+02 1.788088843905580871e+00 1.782726473712984872e+00 6.528697775456960173e+00 6.523897254851596550e+00
1.580000000000000000e+02 1.786573863216017299e+00 1.780751689739135113e+00 6.527663967260233235e+00 6.521210956946418946e+00
1.600000000000000000e+02 1.787231297118210938e+00 1.779118435114641184e+00 6.529735828856678026e+00 6.514632868291209356e+00
1.620000000000000000e+02 1.787296800229424720e+00 1.781664810106811325e+00 6.528384348850894803e+00 6.521949515661541241e+00
1.640000000000000000e+02 1.780624527229039522e+00 1.777529463023052703e+00 6.505269179595360995e+00 6.507340875094007160e+00
1.660000000000000000e+02 1.786662909052660231e+00 1.779438423517277768e+00 6.528314120163748235e+00 6.515523089944950108e+00
1.680000000000000000e+02 1.788238828535312130e+00 1.781812632673523300e+00 6.531263317793471579e+00 6.522694884628613465e+00
1.700000000000000000e+02 1.790569075303269475e+00 1.783457898985672196e+00 6.538089574823778172e+00 6.527847589308914955e+00
1.720000000000000000e+02 1.793412456747812467e+00 1.787575068501741749e+00 6.548755331613101305e+00 6.541804232017772058e+00
1.740000000000000000e+02 1.793156209642717824e+00 1.786970085210473735e+00 6.547193166683948462e+00 6.539353282964886382e+00
1.760000000000000000e+02 1.789774629377228976e+00 1.786525496587946238e+00 6.536451580152306207e+00 6.538856319984017063e+00
