Oberon v2.4.8711.25000
Computer:      SOKUTO
User:          Vdhooven

Measurement:   Al_grating_measurement00002
DateTime:      Friday, 09 February 2024, 14:33:06
File:          C:\Users\vdhooven\Documents\Oberon00001\Al_grating_measurement00002\Run00001\result.txt
Dimensions:    2
TotalSteps:    1136
Created:       02/09/2024 14:26
Operator:      Jeffrey
Sample:        Sample
Notes:
Al grating 35 deg
Probe 750 nm 7 uW
Pump 400 nm 4.44 mW


Constants:
>	DelayLine [ps]	1.702009

Loops:
>	Repeat: 2 times
>	DelayLine: from -20 to 1000 [ps] in 568 steps ZigZag

Operations:
>	Digitizer

Parameters:
> Repeat,x,0,2,R,0,1
> DelayLine,ps,3,568,R,-20,1000

Results:
> DeltaMin,x,Value,6
> DeltaMax,x,Value,6
> DeltaMean,x,Value,6

Settings:

-=DelayLine=-
ZigZag:        True
StepSize(s):   << to -2 ps step=2 ps , to 4 ps step=0.1 ps , to >> step=2 ps
Motor:         DelayLine, Physik Instrumente(PI) Karlsruhe C-863.11 N.A.
Position:      1.702 [ps]
Acceleration:  667.324 [ps/s²]
Velocity:      166.831 [ps/s]
Deceleration:  667.324 [ps/s²]

-=Digitizer=-
Samples:       2000
Output:        MinMax, Mean
Store RAW:     YES
Channels:
>	Galvo	Dev1/ai0	-10..10	Differential
>	Signal	Dev1/ai1	-10..10	Differential
>	Reference	Dev1/ai2	-10..10	Differential
>	chopperState	Dev1/port0/line0
>	galvoState	Dev1/port0/line7

-=TriggerBox=-
ChopperPhase:  Low
Delay:         1 us
PulseWidth:    10 us


Index	Repeat [x]	DelayLine [ps]	DeltaMin [x]	DeltaMax [x]	DeltaMean [x]
890	1	356.000	-0.002280	0.001317	-0.000358
891	1	354.000	-0.001897	0.001389	-0.000352
892	1	352.000	-0.002475	0.001727	-0.000371
893	1	350.000	-0.002000	0.001541	-0.000350
894	1	348.000	-0.001961	0.001389	-0.000402
895	1	346.000	-0.002332	0.001366	-0.000386
896	1	344.000	-0.002038	0.001255	-0.000373
897	1	342.000	-0.002462	0.001211	-0.000366
898	1	340.000	-0.002114	0.001983	-0.000400
899	1	338.000	-0.004484	0.001353	-0.000365
900	1	336.000	-0.001924	0.001886	-0.000391
901	1	334.000	-0.002071	0.001085	-0.000412
902	1	332.000	-0.002669	0.001565	-0.000413
903	1	330.000	-0.003357	0.001322	-0.000422
904	1	328.000	-0.002382	0.001492	-0.000419
905	1	326.000	-0.002021	0.001461	-0.000464
906	1	324.000	-0.002233	0.001049	-0.000458
907	1	322.000	-0.002214	0.001117	-0.000461
908	1	320.000	-0.002148	0.002190	-0.000438
909	1	318.000	-0.002370	0.001457	-0.000485
910	1	316.000	-0.002193	0.001162	-0.000468
911	1	314.000	-0.002957	0.001149	-0.000531
912	1	312.000	-0.003553	0.001735	-0.000487
913	1	310.000	-0.002248	0.001717	-0.000525
914	1	308.000	-0.002156	0.001384	-0.000482
915	1	306.000	-0.002224	0.001407	-0.000512
916	1	304.000	-0.002521	0.001190	-0.000497
917	1	302.000	-0.002014	0.001238	-0.000498
918	1	300.000	-0.002018	0.001255	-0.000506
919	1	298.000	-0.002399	0.001250	-0.000523
920	1	296.000	-0.002094	0.001289	-0.000507
921	1	294.000	-0.002248	0.001294	-0.000569
922	1	292.000	-0.002174	0.001504	-0.000545
923	1	290.000	-0.002299	0.001210	-0.000537
924	1	288.000	-0.002299	0.001479	-0.000532
925	1	286.000	-0.002449	0.001002	-0.000532
926	1	284.000	-0.004514	0.001204	-0.000582
927	1	282.000	-0.002601	0.000994	-0.000628
928	1	280.000	-0.002215	0.001189	-0.000648
929	1	278.000	-0.002283	0.001128	-0.000638
930	1	276.000	-0.002448	0.001590	-0.000666
931	1	274.000	-0.002348	0.001369	-0.000615
932	1	272.000	-0.002637	0.001141	-0.000653
933	1	270.000	-0.002525	0.000983	-0.000655
934	1	268.000	-0.002286	0.001289	-0.000667
935	1	266.000	-0.002332	0.001022	-0.000646
936	1	264.000	-0.002133	0.001156	-0.000679
937	1	262.000	-0.003265	0.001395	-0.000708
938	1	260.000	-0.002436	0.000985	-0.000655
939	1	258.000	-0.002054	0.001067	-0.000673
940	1	256.000	-0.004266	0.000877	-0.000723
941	1	254.000	-0.003096	0.001013	-0.000704
942	1	252.000	-0.002806	0.000992	-0.000704
943	1	250.000	-0.002694	0.001659	-0.000702
944	1	248.000	-0.002987	0.001604	-0.000708
945	1	246.000	-0.002304	0.001117	-0.000721
946	1	244.000	-0.002499	0.001330	-0.000715
947	1	242.000	-0.002517	0.003119	-0.000761
948	1	240.000	-0.003082	0.001024	-0.000745
949	1	238.000	-0.002542	0.001242	-0.000714
950	1	236.000	-0.002524	0.001266	-0.000665
951	1	234.000	-0.002568	0.000875	-0.000754
952	1	232.000	-0.002352	0.001220	-0.000771
953	1	230.000	-0.002522	0.001180	-0.000693
954	1	228.000	-0.002431	0.001509	-0.000707
955	1	226.000	-0.002661	0.000916	-0.000713
956	1	224.000	-0.002538	0.000985	-0.000768
957	1	222.000	-0.002467	0.001578	-0.000733
958	1	220.000	-0.002765	0.001015	-0.000717
959	1	218.000	-0.002382	0.001538	-0.000716
960	1	216.000	-0.002854	0.000909	-0.000711
961	1	214.000	-0.002371	0.000721	-0.000700
962	1	212.000	-0.002451	0.001202	-0.000655
963	1	210.000	-0.002612	0.001109	-0.000727
964	1	208.000	-0.002964	0.001043	-0.000686
965	1	206.000	-0.002454	0.001058	-0.000685
966	1	204.000	-0.005380	0.001034	-0.000706
967	1	202.000	-0.002450	0.000886	-0.000655
968	1	200.000	-0.004348	0.000975	-0.000717
969	1	198.000	-0.002213	0.001109	-0.000735
970	1	196.000	-0.002305	0.001112	-0.000774
971	1	194.000	-0.002747	0.000782	-0.000821
972	1	192.000	-0.002801	0.001023	-0.000782
973	1	190.000	-0.002657	0.001140	-0.000829
974	1	188.000	-0.002595	0.000941	-0.000817
975	1	186.000	-0.002356	0.000832	-0.000802
976	1	184.000	-0.003385	0.000745	-0.000765
977	1	182.000	-0.002416	0.001006	-0.000732
978	1	180.000	-0.002267	0.000928	-0.000754
979	1	178.000	-0.002397	0.000808	-0.000727
980	1	176.000	-0.002183	0.000945	-0.000736
981	1	174.000	-0.002559	0.000799	-0.000745
982	1	172.000	-0.003582	0.000822	-0.000762
983	1	170.000	-0.002703	0.001346	-0.000779
984	1	168.000	-0.002439	0.000986	-0.000785
985	1	166.000	-0.003512	0.000986	-0.000818
986	1	164.000	-0.002606	0.000832	-0.000804
987	1	162.000	-0.002672	0.000945	-0.000846
988	1	160.000	-0.002380	0.000837	-0.000855
989	1	158.000	-0.002499	0.001166	-0.000801
990	1	156.000	-0.002590	0.000812	-0.000783
991	1	154.000	-0.002588	0.001006	-0.000798
992	1	152.000	-0.002411	0.000839	-0.000760
993	1	150.000	-0.002781	0.001175	-0.000769
994	1	148.000	-0.002432	0.000773	-0.000739
995	1	146.000	-0.002562	0.000999	-0.000776
996	1	144.000	-0.002398	0.000944	-0.000768
997	1	142.000	-0.002381	0.000869	-0.000813
998	1	140.000	-0.002329	0.000699	-0.000782
999	1	138.000	-0.002533	0.000958	-0.000834
1000	1	136.000	-0.002879	0.000934	-0.000923
1001	1	134.000	-0.002523	0.000755	-0.000983
1002	1	132.000	-0.002780	0.000609	-0.000988
1003	1	130.000	-0.002547	0.001020	-0.000988
1004	1	128.000	-0.002519	0.000853	-0.001050
1005	1	126.000	-0.003034	0.000825	-0.000953
1006	1	124.000	-0.002660	0.000745	-0.000919
1007	1	122.000	-0.002472	0.000795	-0.000865
1008	1	120.000	-0.002516	0.001124	-0.000786
1009	1	118.000	-0.002239	0.001371	-0.000771
1010	1	116.000	-0.003485	0.000728	-0.000816
1011	1	114.000	-0.002326	0.001770	-0.000724
1012	1	112.000	-0.002490	0.000854	-0.000739
1013	1	110.000	-0.003015	0.000904	-0.000706
1014	1	108.000	-0.002377	0.001018	-0.000679
1015	1	106.000	-0.002305	0.001656	-0.000690
1016	1	104.000	-0.002279	0.000935	-0.000684
1017	1	102.000	-0.002268	0.000787	-0.000661
1018	1	100.000	-0.002323	0.001070	-0.000624
1019	1	98.000	-0.002367	0.001318	-0.000604
1020	1	96.000	-0.002216	0.001107	-0.000578
1021	1	94.000	-0.002395	0.001179	-0.000518
1022	1	92.000	-0.002155	0.001288	-0.000426
1023	1	90.000	-0.002392	0.000923	-0.000456
1024	1	88.000	-0.002025	0.001324	-0.000417
1025	1	86.000	-0.002283	0.002121	-0.000426
1026	1	84.000	-0.002053	0.001411	-0.000473
1027	1	82.000	-0.002289	0.001041	-0.000510
1028	1	80.000	-0.002020	0.001527	-0.000455
1029	1	78.000	-0.002438	0.001375	-0.000494
1030	1	76.000	-0.002079	0.001611	-0.000479
1031	1	74.000	-0.002284	0.001033	-0.000510
1032	1	72.000	-0.002343	0.001473	-0.000445
1033	1	70.000	-0.002032	0.001027	-0.000401
1034	1	68.000	-0.002286	0.002048	-0.000410
1035	1	66.000	-0.002345	0.001397	-0.000420
1036	1	64.000	-0.001920	0.001552	-0.000392
1037	1	62.000	-0.002824	0.001437	-0.000418
1038	1	60.000	-0.002413	0.001175	-0.000435
1039	1	58.000	-0.002302	0.002079	-0.000453
1040	1	56.000	-0.002183	0.001185	-0.000457
1041	1	54.000	-0.002305	0.001130	-0.000509
1042	1	52.000	-0.002384	0.002976	-0.000528
1043	1	50.000	-0.002514	0.001170	-0.000489
1044	1	48.000	-0.003460	0.001311	-0.000524
1045	1	46.000	-0.002236	0.000993	-0.000544
1046	1	44.000	-0.002348	0.001428	-0.000559
1047	1	42.000	-0.002281	0.001204	-0.000555
1048	1	40.000	-0.002022	0.001355	-0.000551
1049	1	38.000	-0.002207	0.001096	-0.000547
1050	1	36.000	-0.002276	0.001133	-0.000505
1051	1	34.000	-0.002373	0.001024	-0.000578
1052	1	32.000	-0.002402	0.001416	-0.000610
1053	1	30.000	-0.002542	0.000894	-0.000602
1054	1	28.000	-0.002137	0.001168	-0.000608
1055	1	26.000	-0.002374	0.001398	-0.000616
1056	1	24.000	-0.002391	0.000928	-0.000638
1057	1	22.000	-0.002629	0.000919	-0.000677
1058	1	20.000	-0.002614	0.001070	-0.000761
1059	1	18.000	-0.002106	0.001114	-0.000763
1060	1	16.000	-0.002235	0.000710	-0.000769
1061	1	14.000	-0.002564	0.000883	-0.000757
1062	1	12.000	-0.002692	0.001202	-0.000827
1063	1	10.000	-0.002492	0.000780	-0.000843
1064	1	8.000	-0.002587	0.000569	-0.000950
1065	1	6.000	-0.002695	0.000564	-0.001030
1066	1	4.000	-0.002868	0.000600	-0.001171
1067	1	3.900	-0.002764	0.000320	-0.001180
1068	1	3.800	-0.002825	0.000448	-0.001217
1069	1	3.700	-0.002958	0.000590	-0.001242
1070	1	3.600	-0.002799	0.000440	-0.001205
1071	1	3.500	-0.003374	0.000607	-0.001240
1072	1	3.400	-0.003338	0.000734	-0.001226
1073	1	3.300	-0.003165	0.000508	-0.001160
1074	1	3.200	-0.002784	0.000325	-0.001161
1075	1	3.100	-0.002618	0.000780	-0.001181
1076	1	3.000	-0.003021	0.000945	-0.001244
1077	1	2.900	-0.002930	0.000439	-0.001236
1078	1	2.800	-0.002690	0.000700	-0.001219
1079	1	2.700	-0.003232	0.000352	-0.001197
1080	1	2.600	-0.002973	0.000438	-0.001230
1081	1	2.500	-0.004372	0.000466	-0.001268
1082	1	2.400	-0.002848	0.000541	-0.001181
1083	1	2.300	-0.003000	0.000223	-0.001259
1084	1	2.200	-0.002887	0.000252	-0.001304
1085	1	2.100	-0.003384	0.000688	-0.001249
1086	1	2.000	-0.002609	0.000735	-0.001171
1087	1	1.900	-0.002932	0.000816	-0.001207
1088	1	1.800	-0.002780	0.000975	-0.001161
1089	1	1.700	-0.002798	0.000425	-0.001219
1090	1	1.600	-0.003213	0.000755	-0.001205
1091	1	1.500	-0.002756	0.000705	-0.001089
1092	1	1.400	-0.003247	0.000498	-0.001153
1093	1	1.300	-0.002851	0.001425	-0.001172
1094	1	1.200	-0.002984	0.000503	-0.001132
1095	1	1.100	-0.003184	0.000488	-0.001110
1096	1	1.000	-0.002868	0.001104	-0.001144
1097	1	0.900	-0.002864	0.000544	-0.001169
1098	1	0.800	-0.002839	0.000492	-0.001171
1099	1	0.700	-0.002860	0.000789	-0.001094
1100	1	0.600	-0.003596	0.000838	-0.001048
1101	1	0.500	-0.002939	0.000848	-0.000973
1102	1	0.400	-0.002772	0.001284	-0.000973
1103	1	0.300	-0.002564	0.001020	-0.000851
1104	1	0.200	-0.002669	0.001093	-0.000676
1105	1	0.100	-0.002100	0.001253	-0.000501
1106	1	0.000	-0.002448	0.001274	-0.000321
1107	1	-0.100	-0.002122	0.002099	-0.000123
1108	1	-0.200	-0.001963	0.001679	-0.000063
1109	1	-0.300	-0.001740	0.001482	-0.000069
1110	1	-0.400	-0.001845	0.001734	-0.000064
1111	1	-0.500	-0.001987	0.001491	-0.000051
1112	1	-0.600	-0.001840	0.002547	-0.000063
1113	1	-0.700	-0.002056	0.001503	-0.000073
1114	1	-0.800	-0.002038	0.001759	-0.000050
1115	1	-0.900	-0.001988	0.001581	-0.000057
1116	1	-1.000	-0.001836	0.001931	-0.000066
1117	1	-1.100	-0.002016	0.003049	-0.000043
1118	1	-1.200	-0.002245	0.001706	-0.000059
1119	1	-1.300	-0.002002	0.001693	-0.000055
1120	1	-1.400	-0.001636	0.001750	-0.000041
1121	1	-1.500	-0.001751	0.002208	-0.000081
1122	1	-1.600	-0.001517	0.001347	-0.000048
1123	1	-1.700	-0.001582	0.003650	-0.000040
1124	1	-1.800	-0.001696	0.001851	-0.000071
1125	1	-1.900	-0.001941	0.001473	-0.000054
1126	1	-2.000	-0.001838	0.001649	-0.000058
1127	1	-4.000	-0.001570	0.001391	-0.000065
1128	1	-6.000	-0.001818	0.001661	-0.000049
1129	1	-8.000	-0.001567	0.001436	-0.000078
1130	1	-10.000	-0.001738	0.001632	-0.000065
1131	1	-12.000	-0.001646	0.001592	-0.000045
1132	1	-14.000	-0.002184	0.001848	-0.000018
1133	1	-16.000	-0.001632	0.001455	-0.000045
1134	1	-18.000	-0.001741	0.001882	-0.000035
1135	1	-20.000	-0.001781	0.002032	-0.000016
